IMDB,Name,Runtime (mins),Genre,Rating,Votes,Description,Stars,Release_year,End_year,Episodes
3519870,House Hunters Renovation,44.0,Reality-TV            ,6.4,214,    Watch people buy homes that are fixer upper and then turn them into their dream home.,"Andromeda Dunker, Michele Fleury, Grae Carter Mathews, Julie D'Arcangelo",2012, ,137
3310544,Mystery Girls,23.0,Comedy            ,4.1,892,    The comedy series follows two former detective TV show starlets brought back together by a real-life mystery.,"Tori Spelling, Jennie Garth, Miguel Pinzon, Ryan McPartlin",2014,,10
1190823,Strawberry Shortcake,30.0,"Animation, Family, Musical            ",4.9,252,"    A girl named Strawberry Shortcake, along with her cat Custard and dog Pupcake, has adventures in friendship in Strawberryland.","Samantha Triba, Rachel Ware, Sarah Heinke, June Eck",2003,2008,39
3168978,Happyland,21.0,"Comedy, Drama            ",6.4,1169,"    Happyland centers on Lucy, a cynical teenage girl whose mother works as a fairy tale princess in a popular theme park. Lucy explores the reality of growing up and falling in love whilst ...                See full summary »
","Bianca A. Santos, Camille Guaty, Shane Harper, Katherine McNamara",2014,,8
10681670,"Breakfast, Lunch & Dinner",43.0,Documentary            ,6.8,859,"    Chang accompanied by a different celebrity guest exploring a single city, its culture and its cuisine. As the pair travels through each city, they will also uncover new and surprising things about themselves.","David Chang, John Legend, Kate McKinnon, Seth Rogen",2019, ,4
2228547,The Aquabats! Super Show!,,"Adventure, Comedy, Family            ",8.4,603,"    A rock band, consisting of five superheroes, battle a new monster every episode in a retro campy style, complete with fake commercials and an appearance each week of the Aquabats in cartoon form.","Mr. Lawrence, Christian Jacobs, James Briggs, Chad Larson",2012,2018,22
2014554,Dark Matters: Twisted But True,30.0,"Documentary, Horror, Sci-Fi            ",8.1,822,"    Delves into the most unusual research ever conducted, including attempts to crossbreed humans and apes, actual zombie investigations and head transplantation studies. Cutting-edge CGI ...                See full summary »
","John Noble, Jim Ottaviani, Sean Montgomery, David Maiullo",2011, ,19
2477858,Wendell and Vinnie,22.0,"Comedy, Drama, Family            ",6.7,895,"    A loveable goofball uncle becomes the guardian of his nephew, a 12-year-old genius.","Jerry Trainor, Buddy Handleson, Nicole Sullivan, Haley Strode",2013,,20
0256542,2gether: The Series,30.0,"Comedy, Family, Music            ",5.0,378,    A fictional boy band and the troubles they face as they make their rounds in the music business.,"Evan Farmer, Noah Bastian, Kevin P. Farley, Alex Solowitz",2000, ,20
1838374,The Online Gamer,,Comedy            ,8.1,409,    A series of skits based around a 20-something man who loves online gaming.,"Eric Pumphrey, Lynsey Bartilson, Davan Firinn, Tommy Savas",2009, ,75
2310240,Lauren,,Drama            ,8.1,402,"    When a soldier reports an assault, she is forced to choose between what she loves and what is right.","Troian Bellisario, Jennifer Beals, Bradley Whitford, Raymond Cruz",2012, ,15
6833398,Nate & Jeremiah by Design,,Reality-TV            ,7.7,196,"    Nate Berkus and Jeremiah Brent will help a client whose money pit of a house has them on the brink of financial ruin and at each other's throats. Using their undeniable eyes for style, home...                See full summary »
","  Nate Berkus, Jeremiah Brent",2017,2019,24
12987872,Country Ever After,,"Music, Reality-TV            ",5.9,107,    Country singer Coffey Anderson and his hip-hop dancer wife Criscilla as they raise their children and navigate their opposite country vs. city perspectives of life and parenting.," Coffey Anderson, Criscilla Anderson, Kelly Sweeney",2020, ,12
0804423,The Naked Trucker and T-Bones Show,30.0,Comedy            ,3.9,745,    A variety show with previously recorded comedy bits detailing the exploits of two unlikely friends.,"Dave Allen, David Koechner, J.P. Fitting, Renee Albert",2007, ,8
0460622,Barbershop,30.0,Comedy            ,6.0,247,    The daily life of a Chicago based Barbershop owner.,"Omar Gooding, Gbenga Akinnagbe, Anna Brown, Wes Chatham",2005, ,11
7768092,Valley of the Boom,60.0,"Drama, History            ",6.5,618,    Docudrama crosscut with real interviews about the 1990s tech boom in the Silicon Valley.,"Bradley Whitford, Lamorne Morris, Oliver Cooper, John Karna",2019, ,6
0350384,106 & Park Top 10 Live,90.0,Music            ,4.5,241,    Join Terrence and Rocsi as they countdown the top ten most requested videos on BET.,"Joseph Forester, Rocsi Diaz, Terrence Jenkins, DJ Lyve",2000, ,256
1197632,Worst Week,,Comedy            ,7.6,2469,"    U.S. version of the BBC series ""The Worst Week of My Life"", in which a young couple get quickly acquainted with their soon-to-be in-laws.","Kyle Bornheimer, Erinn Hayes, Nancy Lenehan, Kurtwood Smith",2008,2009,16
2198870,Red Table Talk,,Talk-Show            ,5.1,188,"    Jada Pinkett Smith, her daughter Willow, and mother Gammy - three generations of women open their home for a series of candid conversations with family and friends. Follow Red Table Talk for new episodes, only on Facebook Watch.","Jada Pinkett Smith, Adrienne Banfield-Jones, Willow Smith, Will Smith",2018, ,75
7449708,Active Shooter: America Under Fire,,Documentary            ,8.6,573,    First hand accounts of infamous mass shootings.," Will Beck, George Brauchler, Eric Harris",2017, ,8
1217208,The Philanthropist,60.0,"Action, Adventure, Drama            ",7.5,1473,"    """"""The Philanthropist"""" chronicles the heroic adventures of a billionaire playboy-turned-vigilante/philanthropist. James Purefoy (""""Rome"""") stars as Teddy Rist, a successful tycoon whose ...                See full summary »
","James Purefoy, Neve Campbell, Michael Kenneth Williams, Lindy Booth",2009,,8
3453566,HitRECord on TV,,Action            ,8.3,1146,"    A television show comprised of contributions from the hitRECord community, a collaborative production company founded by Joseph Gordon-Levitt and his brother ""Burning Dan.""","Joseph Gordon-Levitt, Kali Thomas, Richard Vance, Rodnesha Green",2014,2015,17
2812850,Ice Cold Gold,60.0,Reality-TV            ,5.7,297,    Follows a spirited team of miners who are among the first Americans to prospect for precious metals and gems in parts of Greenland where humans never have set foot before.,"Americo DiSantis, Eric Drummond, Jack Duggins, Jesse Feldman",2013,2015,27
5747554,Battle for Dream Island,,"Animation, Short, Comedy            ",7.5,205,"    When twenty inanimate objects desire change in their lives, a robotic speaker box arrives to give them all new incentive; a competition for an island of luxury known as 'Dream Island'.","Cary Huang, Michael Huang, Sam Lee, Graham Taylor",2010, ,64
2749610,Welcome to Myrtle Manor,,Reality-TV            ,5.7,296,"    Reality series surrounding the owner & quirky residents of a trailer park in Myrtle Beach, South Carolina.","Amanda Lee Adams, Roger 'Bandit' Kelly, Taylor J. Burt, Kevin Horseman",2013, ,30
0497578,A.T.O.M.: Alpha Teens on Machines,22.0,"Animation, Action            ",7.0,811,"    A.T.O.M. (Alpha Teens on Machines) chronicles the adventures of five teenagers, set in the fictional Landmark City. The Alpha Teens, which consist of Axel Manning (the main character), ...                See full summary »
","Alli Mauzey, Jefferson Black, Clancy Brown, Brian Donovan",2005,2007,52
1865640,Blackout,180.0,"Action, Thriller            ",4.7,172,    A team of mercenaries lead by a disgraced former Marine causes a blackout in Los Angeles to gain access to some CIA slush funds.,"Thai Edwards, Kevin Ketcham, Justin Baldoni, Derek Anthony",2012,,5
1684856,The Tourettes Guy,,Comedy            ,8.7,223,"    Danny, a man suffering from Tourettes Syndrome, is filmed during his day-to-day life, doing everyday activities such as going to the supermarket or mowing the lawn, all whilst swearing constantly.","Tony Six, Shirlena Six, Sal Lizard, Jared Six",2004, ,18
1331287,The Office: The Outburst,,Comedy            ,7.4,280,    Everyone wants to figure out why Oscar was screaming on the phone.,"Brian Baumgartner, Creed Bratton, Ed Helms, Angela Kinsey",2008, ,4
2374117,TableTop,30.0,"Comedy, Game-Show            ",8.3,1054,    Wil Wheaton hosts tabletop games featuring three other celebrity players.,"Wil Wheaton, Felicia Day, Anne Wheaton, Grant Imahara",2012, ,81
5960546,The Fix,30.0,"Comedy, Talk-Show            ",7.1,1561,    Host Jimmy Carr attempts to solve the world's biggest problems through comedy.,"Jimmy Carr, D.L. Hughley, Katherine Ryan, Mona Chalabi",2018, ,10
0848539,Big Shots,60.0,"Comedy, Drama            ",7.4,1471,    An inside look into the life of a CEO.,"Michael Vartan, Christopher Titus, Joshua Malina, Paige Turco",2007,2008,13
0329938,Transufômâ: Maikuron densetsu,30.0,"Action, Animation, Adventure            ",7.1,1267,"    The Autobots and the Decepticons are going at it again, but this time the two factions are fighting over little transformers called the Mini-Cons. These Transformers gives their masters a ...                See full summary »
","Garry Chalk, David Kaye, Michael Dobson, Matt Hill",2002,2003,52
5608708,Mega Man: Fully Charged,11.0,"Animation, Sci-Fi            ",4.2,209,"    Aki Light may seem like a regular, robot schoolboy, but when the villainous Sgt. Night and his team of Robot Masters emerge with ill-intentions, Aki transforms into Mega Man and dedicates himself to protecting Silicon City.","Vincent Tong, Ryan Beil, Caitlyn Bairstow, Garry Chalk",2018, ,52
1592226,Outlaw,60.0,Drama            ,6.3,685,    A former Supreme Court Justice starts his own law firm.,"Jimmy Smits, Carly Pope, David Ramsey, Jesse Bradford",2010,,9
2069270,Doomsday Preppers,44.0,Reality-TV            ,6.1,910,    Individuals all across America who have one thing in common - they are prepping for the end of the world.,"Michael Izquierdo, Stephen Mangan, Paul Range, Brent Royal II",2011,2014,52
1701982,Good Vibes,,"Animation, Comedy            ",7.3,911,"    Transplanted Jersey boy, Mondo and his best bud Woodie are on a mission to surf the biggest waves, crash the wildest parties and chase the prettiest girls in Playa Del Toro - a California ...                See full summary »
","Adam Brody, Jake Busey, Josh Gad, Tony Hale", 2011,,13
0410987,Hawaii,60.0,"Action, Crime            ",7.0,109,"Add a Plot
","Michael Biehn, Sharif Atkins, Eric Balfour, Ivan Sergei",2004,,9
0884294,American Heiress,60.0,"Adventure, Drama, Romance            ",5.5,185,"    Wealthy debutante Elizabeth Wakefield definitely feels a spark when she meets Capt. JD Bruce, but their plane crashes in Guatemala, leaving them struggling to survive. The two begin to fall...                See full summary »
","Alicia Leigh Willis, Race Owen, Carter MacIntyre, Joe Manganiello",2007, ,65
0218787,Ripley's Believe It or Not!,42.0,Documentary            ,6.6,1384,"    Ripley's Believe It or Not! is a curious format, sort of a 'Guiness Book of Records'-like magazine on TV. It has no permanent cast or storyline, just a presenting host in the castle-type LA...                See full summary »
","Dean Cain, Kelly Packard, Daniel Browning Smith, Larry Gomez",2000,2003,90
0367403,Romeo!,,"Comedy, Family            ",4.1,479,"    Romeo finds out what it means to be a good friend, even if it means breaking the law.","Zachary Isaiah Williams, Master P, Erica O'Keith, Noel Callahan",2003,2006,52
4475060,Goldie and Bear,24.0,"Animation, Family, Fantasy            ",6.4,354,"    This is a spin-off of the old Goldie and Bear story we were told as kids. The only thing different is that other familiar characters surface such as the big bad wolf, red riding hood, and the three little pigs. It's really cute!","Georgie Kidder, Natalie Lander, Justine Huxley, Jim Cummings",2015, ,45
12928716,Dodgeball Thunderdome,60.0,"Game-Show, Reality-TV            ",5.0,108,"    Contestants compete for a shot at $25,000 as they brave a battleground known as The Dodgeball Thunderdome.","Nick Antonyan, David Dobrik, Andrew Hawkins, Erin Lim",2020, ,9
