IMDB,Name,Runtime (mins),Genre,Rating,Votes,Description,Stars,Release_year,End_year,Episodes
0247081,Boston Public,60.0,"Comedy, Drama            ",7.3,5440,"    The lives of 10 faculty members at a high school in Boston weave in and out of dealing with trouble-makers, having a personal life, and keeping sanity.","Loretta Devine, Anthony Heald, Fyvush Finkel, Chi McBride",2000,2004,81
10023178,A Little Late with Lilly Singh,30.0,"Comedy, Talk-Show            ",1.6,5809,    Late-night talk show hosted by Canadian comedian and YouTuber Lilly Singh.,"Lilly Singh, Rainn Wilson, Alison Sieke, Adam Rippon",2019, ,116
9073898,Duncanville,,"Animation, Comedy            ",5.9,1157,    An average kid named Duncan dreams of making it big without having to wear a suit and tie to do so.,"Amy Poehler, Ty Burrell, Riki Lindhome, Joy Osmanski",2020, ,15
1785123,Storage Wars,22.0,Reality-TV            ,6.3,8821,"    Four professional buyers and their teams as they scour repossessed storage units in search of hidden treasure. these seasoned veterans have found everything from coffins to the world's most...                See full summary »
","Brandi Passante, Jarrod Schulz, Laura Dotson, Dan Dotson",2010, ,286
9165462,The Casagrandes,,"Animation, Action, Adventure            ",6.5,347,"    Spin-off of The Loud House (2016) featuring Ronnie Anne Santiago, a girl who moves to the big city alongside her mother and older brother Bobby, where she meets her extended Hispanic family.","Carlos Alazraqui, Izabella Alvarez, Sonia Manzano, Alex Cazares",2019, ,27
3476576,The Slap,42.0,Drama            ,6.1,3277,    A once happy family suddenly begins to fall apart following a seemingly minor incident in which a man slaps another couple's misbehaving child.,"Brian Cox, Melissa George, Lucas Hedges, Marin Ireland",2015,,8
2292621,Burning Love,23.0,"Comedy, Romance            ",8.0,3555,"    A parody of reality dating shows in the vein of ""The Bachelor"" and ""The Bachelorette"".","Michael Ian Black, June Diane Raphael, Ken Marino, Abigail Spencer",2012,2013,42
1797475,The Playboy Club,60.0,"Crime, Drama            ",6.4,4966,    Centers on the Bunnies and patrons of the original Playboy Club in 1960s Chicago.,"Randy Steinmeyer, Eddie Cibrian, David Krumholtz, Laura Benanti",2011,,7
5056958,Mosaic,30.0,"Crime, Drama, Mystery            ",6.4,2879,    A whodunit based on the murder of popular children's book author and illustrator Olivia Lake.,"Jennifer Ferrin, Frederick Weller, Paul Reubens, Sharon Stone",2018,,9
0419326,Foster's Home for Imaginary Friends,30.0,"Animation, Adventure, Comedy            ",7.6,19268,    A boy and his beloved imaginary friend are able to stay together at an orphanage of sorts for imaginary friends that children have outgrown to be adopted by new children.,"Keith Ferguson, Grey Griffin, Candi Milo, Tom Kenny",2004,2009,82
5363912,The Last O.G.,30.0,Comedy            ,6.9,2848,    An ex-con is shocked to see just how much the world has changed when he is released from prison for good behavior after a 15-year stint and returns to his newly gentrified Brooklyn neighborhood.,"Tracy Morgan, Tiffany Haddish, Ryan Gaul, Dante Hoagland",2018, ,31
0446809,Deadliest Catch,55.0,"Documentary, Adventure, Reality-TV            ",7.8,7717,    A documentary series chronicling the real-life high-sea adventures of the Alaskan crab fishermen. This is the most deadly profession in the world.,"Mike Rowe, Sig Hansen, Keith Colburn, Jake Anderson",2005, ,274
3645318,If Loving You Is Wrong,30.0,"Drama, Romance            ",5.8,1173,    Follows the lives and relationships of a group of five husbands and wives who live on the same street in the fictional community of Maxine.,"Edwina Findley Dickerson, Heather Hemmens, April Parker Jones, Aiden Turner",2014,2020,102
0283226,Totally Spies!,22.0,"Animation, Action, Adventure            ",7.0,8769,"    Three teenage girls from Beverly Hills attempt to balance their lives as high school (later university) students with their undercover work as super-spies, battling an array of bizarre criminals.","Janice Kawaye, Charlie Schlatter, Andrea Baker, Jennifer Hale",2001,2014,156
2301351,RuPaul's Drag Race All Stars,60.0,"Game-Show, Reality-TV            ",8.5,5859,    New show will serve up a new twist on the mega-hit RuPaul's Drag Race as it pits queens from previous seasons in a wig-to-wig drag battle royale.,"RuPaul, Michelle Visage, Carson Kressley, Ross Mathews",2012, ,43
4406248,Vixen,5.0,"Animation, Action, Adventure            ",7.1,3097,"    Vixen is based on the DC Character Mari McCabe / Vixen, a costumed superhero crime-fighter with the power to mimic the abilities of any animal that has ever lived on Earth.","Megalyn Echikunwoke, Anika Noni Rose, Emily Bett Rickards, Sean Patrick Thomas",2015,2016,12
2355844,Twisted,60.0,"Drama, Mystery, Thriller            ",7.3,9307,    A teen with a troubled past reconnects with his two female best friends from childhood. He becomes the prime suspect when a fellow student is surprisingly found dead in her home.,"Avan Jogia, Maddie Hasson, Ashton Moio, Kimberly Quinn",2013,2014,21
10488234,Don't Look Deeper,8.0,"Drama, Sci-Fi            ",6.0,564,    A high school student in central California sets off an unexpected series of events when she begins to doubt if she's human.,"Helena Howard, Don Cheadle, Emily Mortimer, Ema Horvath",2020, ,14
0805666,Shark,60.0,"Crime, Drama, Mystery            ",7.1,11109,"    Sebastian Stark is a Los Angeles hot-shot lawyer, who leaves his lucrative career as a defender of rich criminals to try public prosecution under the District Attorney. He forms a trial ...                See full summary »
","James Woods, Danielle Panabaker, Sophina Brown, Sarah Carter",2006,2008,38
3706628,Indian Summers,52.0,Drama            ,7.3,3582,    Drama set in 1932 during the final years of British colonial rule in India.,"Henry Lloyd-Hughes, Jemima West, Julie Walters, Rick Warden",2015,2016,20
1659175,Transformers Prime,30.0,"Animation, Action, Adventure            ",7.9,5468,    In this new set of adventures the Autobots live on Earth and maintain their secret identity. They are joined by 3 teens as they battle the Decepticons.,"Peter Cullen, Sumalee Montano, Jeffrey Combs, Frank Welker",2010,2013,65
1299365,How to Make It in America,30.0,"Comedy, Drama            ",7.9,14934,"    A group of 20 somethings living in New York City. Ben and Cameron work on starting a fashion company, while enjoying their lives in the greatest city in the world.","Bryan Greenberg, Victor Rasuk, Lake Bell, Eddie Kaye Thomas",2010,2011,17
8888168,The Code,60.0,Drama            ,6.2,1702,"    A look at the professional and personal lives of some of the military's brightest legal minds in the courtroom, where each attorney is trained as a prosecutor, a defense lawyer, an investigator - and a Marine.","Anna Wood, Ato Essandoh, Phillipa Soo, Raffi Barsoumian",2019, ,13
3975368,Teachers,30.0,Comedy            ,6.4,3100,"    Teachers show their hilariously warped perspective as six elementary school educators trying to mold young minds, even though their own lives aren't really together.","Caitlin Barlow, Katy Colloton, Kate Lambert, Katie O'Brien",2016,2019,50
10589968,The Secret of Skinwalker Ranch,,"Horror, Mystery, Reality-TV            ",6.1,825,"    A team of experts and scientists undertakes exhaustive research at Skinwalker Ranch, an infamous location for paranormal activity and UFO sightings.","Travis Taylor, Erik Bard, Brandon Fugal, Thomas Winterton",2020, ,8
3544772,Kirby Buckets,23.0,"Animation, Comedy            ",4.8,408,"    Follows 13-year-old Kirby Buckets, who dreams of becoming a famous animator like his idol, Mac MacCallister. Kirby sees his drawings take shape as he and his best friends, Fish and Eli, go on outrageous and unpredictable adventures.","Jacob Bertrand, Mekai Curtis, Cade Sutton, Olivia Stuck",2014,2017,59
7010622,Vampirina,25.0,"Animation, Short, Comedy            ",6.8,625,"    ""Vampirina"" tells the story of a young vampire girl who faces the joys and trials of being the new kid in town when her family moves from Transylvania to Pennsylvania.","Lauren Graham, Isabella Crovetti, Jordan Alexa Davis, Wanda Sykes",2017, ,69
10098498,The UnXplained,,Documentary            ,7.2,525,"    The show will explore the facts behind the world's most fascinating, strange and inexplicable mysteries.","William Shatner, David Whitehead, Travis Taylor, Michael Dennin",2019, ,26
0285358,The Ellen Show,30.0,"Comedy, Romance            ",6.0,1440,    An Internet executive moves back to her small hometown.,"Ellen DeGeneres, Jim Gaffigan, Emily Rutherfurd, Martin Mull",2001,2002,18
1811179,Penn & Teller: Fool Us,60.0,"Comedy, Game-Show, Mystery            ",8.1,3339,"    Aspiring magicians from all over the world perform their best tricks to try and fool Penn and Teller, the world-famous magician duo. If the two can not guess how the trick was done, the ""fooler"" gets to be on their Las Vegas magic show.","Penn Jillette, Teller, Alyson Hannigan, Jonathan Ross",2011, ,96
4877736,BrainDead,44.0,"Comedy, Drama, Horror            ",8.1,10220,    A government employee discovers that the cause of the tensions between the two political parties is a race of extraterrestrial insects eating the brains of the politicians.,"Mary Elizabeth Winstead, Danny Pino, Aaron Tveit, Tony Shalhoub",2016,,13
0426697,Ghost Hunters,60.0,Thriller            ,6.2,6348,"    This one-hour weekly docu-soap from the creator/executive producer of ""American Chopper"" follows a group of real-life paranormal researchers as they investigate haunted houses throughout ...                See full summary »
","Jason Hawes, Steve Gonsalves, Grant Wilson, Dave Tango",2004, ,270
4270458,Roadies,60.0,"Comedy, Drama, Music            ",7.4,5154,    A road crew helps with a rock band's major multi-city tour.,"Carla Gugino, Luke Wilson, Imogen Poots, Rafe Spall",2016,,10
4328676,Kids Baking Championship,60.0,Game-Show            ,7.0,332,    The best 10 to 13-year-old bakers compete against each other for the title of Kids Baking Champion.,"Duff Goldman, Valerie Bertinelli, Linsey Lam, Abby Martin",2015, ,77
1710295,Doc McStuffins,11.0,"Animation, Short, Family            ",6.7,1882,"    ""Doc McStuffins"" is an imaginative animated series about Doc McStuffins, a young girl who aspires to be a doctor like her mom and communicates with and heals broken toys and stuffed animals.","Lara Jill Miller, Loretta Devine, Robbie Rist, Jess Harnell",2012, ,161
3061050,Clarence,23.0,"Animation, Short, Adventure            ",6.6,6996,"    The adventures of a 4th grader named Clarence along with his two best friends, Sumo and Jeff.","Spencer Rothbell, Katie Crown, Tom Kenny, Sean Giambrone",2013,2018,130
0366005,Danny Phantom,30.0,"Animation, Action, Adventure            ",7.1,15390,    A 14-year-old receives ghost powers and uses them to save the world,"David Kaufman, Grey Griffin, Rickey D'Shon Collins, Colleen O'Shaughnessey",2004,2007,49
8543208,Looney Tunes Cartoons,12.0,"Animation, Short, Adventure            ",8.2,556,"    Bugs Bunny, Daffy Duck, Porky Pig and many other classic Looney Tunes characters have all new misadventures in this series inspired by their classic shorts. Most episodes consist of two full shorts and a brief mid-episode vignette.","Eric Bauza, Jeff Bergman, Bob Bergen, Fred Tatasciore",2019, ,22
10329044,United We Fall,21.0,Comedy            ,5.9,701,    A couple with young children and overzealous extended families let their judgmental grandmother move in with them.,"Will Sasso, Christina Vidal, Ella Grace Helton, Guillermo Díaz",2020,,8
11312130,Wireless,8.0,"Short, Thriller            ",6.0,499,"    A self-obsessed college student stranded in the Colorado mountains, whose only hope for survival is the tool he has spent his whole life learning to use: his smartphone.","Tye Sheridan, Andie MacDowell, Lukas Gage, Francesca Reale",2020, ,10
7440732,The Kids Are Alright,30.0,Comedy            ,7.9,2947,    A pair of working class parents in an Irish-Catholic family try to raise their eight kids during the 1970s.,"Mary McCormack, Jack Gore, Sam Straley, Caleb Foote",2018,2019,23
7230846,No Activity,30.0,Comedy            ,6.7,1033,    Two low-level cops who have spent too much time in a car; two criminals who are kept in the dark; two dispatch workers who haven't really clicked; and two Mexican tunnelers who are in a small space considering they've only just met.,"Patrick Brammall, Sunita Mani, Amy Sedaris, Tim Meadows",2017, ,25
8892926,Reef Break,60.0,"Crime, Drama            ",6.0,1707,"    A crime drama featuring main character Cat Chambers, a thief-turned-fixer for the governor of a stunning and seductive Pacific Island paradise. Impulsive, reckless and irresistible, Cat's ...                See full summary »
","Poppy Montgomery, Ray Stevenson, Desmond Chiam, Melissa Bonne",2019,,13
1582459,The Event,43.0,"Crime, Drama, Mystery            ",7.0,25450,"    When a man goes looking for his missing girlfriend, he stumbles upon a government conspiracy that is bigger than the president himself.","Jason Ritter, Sarah Roemer, Ian Anthony Dale, Zeljko Ivanek",2010,2011,22
8002604,Camping,30.0,Comedy            ,4.9,2534,"    A man's camping trip with his wife and friends spirals out of control. A U.S. adaptation of the British series, 'Camping'.","Jennifer Garner, David Tennant, Juliette Lewis, Chris Sullivan",2018,,8
1439741,Human Target,60.0,"Action, Adventure, Crime            ",7.8,17272,    A unique bodyguard protects his clients by secretly infiltrating their lives in order to draw out and eliminate threats.,"Mark Valley, Chi McBride, Jackie Earle Haley, Indira Varma",2010,2011,25
8005176,The Feed,,"Drama, Sci-Fi            ",6.3,1502,    A man's invention of a brain implant that allows people to share thoughts and emotions gets into the wrong hands.,"Guy Burnet, David Thewlis, Shaquille Ali-Yebuah, Michelle Fairley",2019, ,10
0460665,Night Stalker,60.0,"Crime, Drama, Fantasy            ",6.4,1352,"    Investigative reporter Carl Kolchak, who's after his wife's killer, teams up with Perri Reed, Jain McManus, and their boss Tony Vincenzo to investigate strange crimes in Los Angeles that may contain dark supernatural elements.","Stuart Townsend, Gabrielle Union, Eric Jungmann, Cotter Smith",2005,2006,10
2345481,Being Mary Jane,60.0,"Drama, Romance, Thriller            ",7.5,3596,"    The life of a young black woman, her work, her family, and the popular talk show which she hosts.","Gabrielle Union, Lisa Vidal, Raven Goodwin, Margaret Avery",2013, ,52
2378794,Hello Ladies,29.0,Comedy            ,7.4,11581,    A gawky Englishman comes to Los Angeles to find the woman of his dreams.,"Stephen Merchant, Christine Woods, Nate Torrence, Kevin Weisman",2013,2014,9
1497563,Hoarders,44.0,Documentary            ,6.4,2418,    Follows different people on their hoarding issues.,"Matt Paxton, Robin Zasio, Dorothy Breininger, Cory Chalmers",2009, ,129
2805574,Mad Dogs,56.0,"Comedy, Crime, Drama            ",7.5,7821,"    A group of guys travel to Belize to see an old friend, when things take an unexpectedly dark turn.","Ben Chaplin, Michael Imperioli, Romany Malco, Steve Zahn",2015,2016,10
0155425,Black Scorpion,,"Action, Crime, Drama            ",6.2,413,"    The City of Angels is falling apart, and crime pervades the city to the core. The mayor is corrupt, the police are inept, the city needs a figure to take control of the situation. Then in ...                See full summary »
","Michelle Lintel, Scott Valentine, BT, Enya Flack",2001,,22
1765510,R.L. Stine's The Haunting Hour,23.0,"Action, Adventure, Drama            ",7.9,2146,"R.L. Stine leads young viewers on a creepy tour of tales featuring life-sized dolls, werewolves, and carnival clowns that are stalking children.","Jeny Cassady, Dan Payne, Brendan Meyer, Emma Grabinsky",2010,2014,76
3521854,Power Rangers Dino Charge,21.0,"Action, Adventure, Family            ",6.5,1103,"    On prehistoric Earth, an alien entrusted powerful Energems to 10 dinosaurs, but when the dinosaurs went extinct, the Energems were lost. Now an intergalactic bounty hunter is determined to ...                See full summary »
","Brennan Mejia, Camille Hyde, Yoshi Sudarso, Michael Taber",2015,2016,44
5467814,Haters Back Off!,30.0,"Comedy, Drama, Family            ",6.0,6783,"    The odd ball family life of Miranda Sings, an incredibly confident, totally untalented star on the rise who continues to fail upward by the power of her belief that she was born famous, it's just no one knows it yet.","Colleen Ballinger, Angela Kinsey, Francesca Reale, Erik Stocklin",2016,2017,16
3530726,The Astronaut Wives Club,42.0,Drama            ,7.3,2987,"    Based on Lily Koppel's best-selling titular novel, which tells the real story of the women who stood beside some of the biggest heroes in American history during the height of the space race.","JoAnna Garcia Swisher, Yvonne Strahovski, Dominique McElligott, Odette Annable",2015,,10
5439480,Milo Murphy's Law,12.0,"Animation, Short, Action            ",7.6,1933,"    An animated comedy adventure series that follows 13-year-old Milo Murphy, the fictional great-great-great-great grandson of the Murphy's Law namesake. Additionally, Dakota and Cavendish come from the future to prevent pistachio extinction.","'Weird Al' Yankovic, Sabrina Carpenter, Mekai Curtis, Dan Povenmire",2016,2019,40
6710448,Small Shots,,Comedy            ,7.1,112,    Short episode series about two actors trying to break through in Hollywood.,"Jeremy Luke, Joseph Russo, DJ Lubel, Caitlin Thompson",2017,,8
6148744,Pete the Cat,22.0,"Animation, Comedy, Family            ",7.5,201,"    Based on the New York Times #1 best-selling children's books by author James Dean, ""Pete the Cat"" is a fun, musically driven series about exploring your world and trying new things; pushing...                See full summary »
","Jacob Tremblay, Don Was, Alyson Stoner, Atticus Shaffer",2017, ,28
10162586,Marvel's 616,55.0,Documentary            ,6.3,310,"    An anthology documentary series that explores the historical, cultural and societal impacts of the Marvel Comics Universe and its intersection with the world.","Jesse Falcon, Sana Amanat, Courtney Kyle, Gene Pelc",2020, ,8
0439349,The Backyardigans,23.0,"Animation, Adventure, Comedy            ",6.9,2385,"    Five high-spirited best friends Uniqua, Austin, Tyrone, Tasha and Pablo, who are animals, use their vivid imaginations to create musical and interactive adventures in their backyard.","LaShawn Jefferies, Jonah Bobo, Sean Curley, Thomas Sharkey",2004,2013,81
1679482,Supernatural: The Animation,23.0,"Animation, Drama, Fantasy            ",7.4,1781,"    After losing their mother to a demon, two brothers grow up fighting supernatural beings.","Jared Padalecki, Annakin Slayd, Hiroki Touchi, Yûya Uchida",2011,,22
1594381,Team Umizoomi,24.0,"Animation, Family            ",6.0,687,"    Umifriend, Team Umizoomi needs your help! Build a super fast speedboat with shapes. Use pattern power to make chocolate and strawberry milk. Fix a broken subway train and so much more with these tiny super heroes!","Donovan Patton, P.T. Walkley, Ethan Kempner, Madeleine Yen",2010,2015,81
3688530,Chrisley Knows Best,22.0,Reality-TV            ,5.0,1894,"    Follows Atlanta-based self-made multimillionaire Todd Chrisley, his devoted wife Julie and their five children who live a seemingly picture-perfect Southern life with everything money can buy.","Faye Chrisley, Todd Chrisley, Grayson Chrisley, Julie Chrisley",2014, ,165
1666278,Thundercats,,"Animation, Action, Adventure            ",7.8,6362,"    After his home kingdom is destroyed by the ancient devil priest Mumm-Ra, the young Thundercat Lord Lion-O leads a team of survivors as they fight evil on Third Earth.","Will Friedle, Matthew Mercer, Kevin Michael Richardson, Emmanuelle Chriqui",2011,2012,26
2788780,Undateable,22.0,Comedy            ,7.3,8314,"    A womanizer helps his sister, a bar owning roomie and his 3 friends with well needed dating advice.","Chris D'Elia, Brent Morin, Bianca Kajlich, Ron Funches",2014,2016,36
0463398,Dancing with the Stars,60.0,"Family, Game-Show, Music            ",4.7,9267,"    U.S. reality show based on the British series ""Strictly Come Dancing,"" where celebrities partner up with professional dancers and compete against each other in weekly elimination rounds to determine a winner.","Carrie Ann Inaba, Bruno Tonioli, Tom Bergeron, Len Goodman", 2005, ,467
5489746,Evil Lives Here,43.0,"Documentary, Biography, Crime            ",8.0,744,    A TV series where individuals share their perspectives of loved ones who performed horrific acts of crime,"T.J. Craig, Robert Levey II, Brian Vadim, David Wenzel",2016, ,80
2558816,Eastsiders,115.0,Drama            ,6.9,2241,"    What happens after the world ends? Written and directed by award winning playwright Kit Williamson, ""EastSiders"" explores the aftermath of infidelity on a gay couple in Silverlake. When Cal...                See full summary »
","Kit Williamson, Van Hansis, Matthew McKelligon, John Halbach",2012, ,33
11041046,Survive,7.0,"Short, Adventure, Drama            ",5.9,1076,"    When their plane crashes on a remote snow-covered mountain, Jane and Paul have to fight for their lives as the only remaining survivors. Together they embark on a harrowing journey out of the wilderness.","Sophie Turner, Corey Hawkins, Jo Stone-Fewings, Josie Long",2020, ,12
3560094,Stalker,60.0,"Crime, Drama, Thriller            ",7.5,16742,    A team of detectives investigates stalkers in Los Angeles.,"Dylan McDermott, Maggie Q, Victor Rasuk, Mariana Klaveno",2014,2015,20
1582454,Love Bites,60.0,Comedy            ,7.4,2319,"    A series about love, and all the crazy things it makes us do, like pretending to be a virgin to get a guy interested. Or competing with your fiancée's favorite bedroom toy. Or actually ...                See full summary »
","Becki Newton, Greg Grunberg, Constance Zimmer, James MacDonald",2011,,9
0319930,American Dreams,60.0,"Drama, Family, History            ",7.6,2841,"    In the 1960s, a family experiences life and the struggles of the era, accompanied by the well-known pop songs of the period.","Gail O'Grady, Tom Verica, Brittany Snow, Jonathan Adams",2002,2005,61
7913450,Soundtrack,56.0,"Drama, Musical            ",6.7,1676,    Music connects the lives of random people living in Los Angeles.,"Paul James, Callie Hernandez, Marianne Jean-Baptiste, Jenna Dewan",2019,,10
13089270,The Wonderful World of Mickey Mouse,8.0,"Animation, Short, Comedy            ",7.8,306,"    Mickey and his best pals - Minnie, Donald, Daisy, Goofy and Pluto - embark on their greatest adventures yet, navigating the curve-balls of a wild and zany world where the magic of Disney makes the impossible possible.","Chris Diamantopoulos, Bill Farmer, Kaitlyn Robrock, Tony Anselmo",2020, ,20
10930958,Brews Brothers,,Comedy            ,5.0,1561,"    Two rival brothers must work together to keep their brewery in business, but shenanigans keep foaming up their company with chaos.","Mike Castle, Alan Aisenberg, Carmen Flood, Marques Ray",2020, ,8
9165830,Council of Dads,44.0,Drama            ,6.6,995,    A man comes to terms with a potentially terminal diagnosis.,"Sarah Wayne Callies, Clive Standen, J. August Richards, Michele Weaver",2020,,10
0839188,Metalocalypse,11.0,"Animation, Comedy, Music            ",8.2,15464,"    The epic and over-the-top adventures of Dethklok, the world's most successful death metal band.","Brendon Small, Tommy Blacha, Mark Hamill, Victor Brandt",2006,2013,63
0350448,Real Time with Bill Maher,60.0,"Comedy, News, Talk-Show            ",7.4,12405,    Comedian and political satirist Bill Maher discusses topical events with guests from various backgrounds.,"Bill Maher, Andrew Sullivan, Michael Moore, Arianna Huffington",2003, ,552
4085584,Rush Hour,43.0,"Action, Comedy, Crime            ",5.7,3481,    TV show based on the action-comedy 'Rush Hour' films about an L.A. cop who teams up with a detective from Hong Kong.,"Justin Hires, Jonathan Patrick Foo, Aimee Garcia, Page Kennedy",2016,,13
6601082,Rise of the Teenage Mutant Ninja Turtles,22.0,"Animation, Short, Action            ",5.3,2547,    Four mutant turtle brothers go on adventures where they end up tapping into mystic ninja powers.,"Ben Schwartz, Brandon Mychal Smith, Omar Benson Miller, Josh Brener",2018, ,71
3697842,The Late Show with Stephen Colbert,41.0,"Comedy, Talk-Show            ",7.2,11964,"    Stephen Colbert took over as host, executive producer and writer of THE LATE SHOW on Tuesday, Sept. 8, 2015. The comedy-variety-talk show is broadcast five nights a week from the Ed Sullivan theater in New York.","Stephen Colbert, Jon Batiste, Stay Human, Jen Spyra",2015, ,1053
7949196,Sacred Lies,30.0,"Drama, Horror            ",7.5,410,    A teenager with no hands is suspected of knowing who killed her cult's leader and lands in juvenile detention.,"Elena Kampouris, Kevin Carroll, Kiana Madeira, Ryan Robbins",2018, ,20
0364774,Lilo & Stitch: The Series,22.0,"Animation, Action, Adventure            ",6.8,8374,    The rambunctious human and alien duo must hunt down Dr. Jumba Jookiba's 625 other experimental creatures infesting Hawaii.,"Daveigh Chase, Chris Sanders, David Ogden Stiers, Kevin McDonald",2003,2006,67
4578474,Famous in Love,42.0,"Drama, Romance            ",6.9,5736,    A college student's big break in a Hollywood blockbuster leaves her navigating through an undeniable chemistry.,"Bella Thorne, Charlie DePew, Carter Jenkins, Georgie Flores",2017,2018,20
10726356,The Big Show Show,,Comedy            ,6.3,1916,"    When Big Show's teenage daughter comes to live with him and his wife and two other daughters, he quickly becomes outnumbered and outsmarted. Despite being 7 feet tall and weighing 400 pounds, he is no longer the center of attention.","Paul Wight, Allison Munn, Reylynn Caster, Lily Brooks O'Briant",2020,,10
1703874,Criminal Minds: Suspect Behavior,42.0,"Action, Adventure, Crime            ",6.3,4788,    On the streets of San Francisco a team of the Federal Bureau of Investigation's Behavioral Analysis Unit use profiling to catch some of the most horrific serial killers and unidentifiable subjects.,"Forest Whitaker, Janeane Garofalo, Michael Kelly, Beau Garrett",2011,,13
2222135,Dog with a Blog,22.0,"Comedy, Drama, Family            ",4.8,5372,    A family adopts a dog named Stan in the hope that two feuding step-siblings will bond over the pet. It works when the siblings soon find out that the dog can talk and write.,"Genevieve Hannelius, Blake Michael, Francesca Capaldi, Stephen Full",2012,2015,69
1471852,Hot Sluts,21.0,Comedy            ,5.4,194,"    Endless cleavage, bitchy girl fights, and an 800-pound disco ball, all in one slutty nightclub.","Alison Brie, Angela Sarafyan, Beth Dover, Shvona Lavette Chung",2009,,5
2346169,Fast n' Loud,60.0,Reality-TV            ,7.5,2523,"    These guys cruise for the classics. Meet self-described petrol-sexual motorhead Richard Rawlings and mechanical prodigy Aaron Kaufmann as they search far-flung corners of the country for ...                See full summary »
","Richard Rawlings, Aaron Kaufmann, Christie Brimberry, K.C. Mathieu",2012, ,157
0414731,Dante's Cove,,"Drama, Horror, Mystery            ",5.9,2017,"    A young gay couple must overcome dark, mystical forces conspiring against them, starting with a vengeful 19th century witch and her cheating warlock fiance.","William Gregory Lee, Gregory Michael, Tracy Scoggins, Charlie David",2004,2007,14
0242949,The Tick,23.0,"Action, Comedy, Sci-Fi            ",7.8,4908,"    The story of superhero The Tick, based on the popular comic book.","Patrick Warburton, David Burke, Liz Vassey, Nestor Carbonell",2001,2002,9
11194508,Singapore Social,,Reality-TV            ,4.8,422,    A Reality TV-series following a group of young Singaporeans.,"Sukki Singapora, Paul Foster, Nicole Ong, Vinny Sharpe",2019, ,8
9072206,The American Runestone,,"Documentary, Adventure, Mystery            ",7.3,122,"    Actor Peter Stormare's personal and often humorous journey through Minnesota to learn the truth about the Kensington Runestone, a disputed proof that vikings discovered America, through meetings with scholars, skeptics and sensationalists.","Elroy Balgaard, Peter Stormare, Sturla Ellingvåg, Matthew Northrup",2020, ,12
0367345,Joan of Arcadia,60.0,"Comedy, Crime, Drama            ",6.9,8779,"    A teenage girl is visited by God, disguised as everyday people, and is given assignments and tasks that eventually have a positive outcome on people's lives.","Amber Tamblyn, Joe Mantegna, Mary Steenburgen, Jason Ritter",2003,2005,45
0460651,Invasion,60.0,"Drama, Horror, Mystery            ",7.5,11739,"    In the aftermath of a hurricane, a Florida Park Ranger and his family deal with strange occurrences.","William Fichtner, Eddie Cibrian, Kari Matchett, Lisa Sheridan",2005,2006,22
3038546,Mike Tyson Mysteries,12.0,"Animation, Adventure, Comedy            ",8.1,3873,"    In this macabre comedy, retired boxing champion Mike Tyson, his brainy adopted Asian-American daughter, a friendly but wimpy gay gentleman ghost and a cursed perverse mean-spirited talking pigeon solve weird mysteries together.","Mike Tyson, Norm MacDonald, Rachel Ramras, Jim Rash",2014,2020,69
1808720,Airplane Repo,,Reality-TV            ,5.0,389,"    Airplane Repo men chase luxury planes for big dollars, but are the rewards worth the risk? Watch Airplane Repo videos, only on Discovery.","Ken Cage, Danny Thompson, Kevin Lacey, Mike Kennedy",2010, ,31
4378456,Second Chance,42.0,"Drama, Sci-Fi            ",7.5,11610,    A billionaire bio-engineer brings a dead police officer back to life.,"Robert Kazinsky, Dilshad Vadsaria, Adhir Kalyan, Ciara Bravo", 2016,,11
0319931,American Idol: The Search for a Superstar,42.0,"Game-Show, Music, Reality-TV            ",4.1,20868,    Twelve American finalists (six men and six women) compete in a singing contest.,"Ryan Seacrest, Mark Thompson, Randy Jackson, Simon Cowell",2002, ,633
5646172,Total Bellas,43.0,Reality-TV            ,5.7,532,    Follows the lives of Nikki & Brie WWE Divas.,"Nikki Bella, Brie Bella, Evan Tarne, Bryan Danielson",2016, ,54
5846856,Ask the StoryBots,24.0,"Animation, Adventure, Comedy            ",8.4,679,"    Based on the award-winning educational apps, the StoryBots are curious little creatures who live in the world beneath our screens and go on fun adventures to help answer kids' questions.","Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill",2016,2019,22
8310612,The Other Two,30.0,Comedy            ,7.4,1936,"    An aspiring actor and his sister Brooke, a former professional dancer, try to find their place in the world while wrestling with their feelings about their 13-year-old brother Chase's sudden rise to internet fame.","Heléne Yorke, Drew Tarver, Case Walker, Ken Marino",2019, ,15
0251497,Big Brother,44.0,"Game-Show, Reality-TV            ",5.4,9674,"    Contestants must compete against each other for a chance to win $500,000 in a house wired with cameras and microphones, capturing their every move for a TV and Internet audience.","Julie Chen Moonves, Clayton Halsey, Phil Proctor, Nicole Franzel",2000, ,784
2693776,Intelligence,42.0,"Action, Drama, Sci-Fi            ",6.9,18843,"    A high-tech intelligence operative, enhanced with a super-computer microchip in his brain, aids an elite government cyber-security agency in special missions.","Josh Holloway, Meghan Ory, John Billingsley, P.J. Byrne",2014,,13
0261492,Sheena,60.0,"Action, Adventure            ",5.6,808,"    Orphaned at the age of 6, Shirley Hamilton is taken in by the Shamaness Kali and taught how to morph into almost any animal. She shall become Sheena, Queen of the Jungle.","Gena Lee Nolin, John Allen Nelson, Margo Moorer, Kevin Quigley",2000,2002,35
