IMDB,Name,Runtime (mins),Genre,Rating,Votes,Description,Stars,Release_year,End_year,Episodes,Seasons,Distributor,Genres,Story
0235913,The Brothers Garcia,30.0,"Family, Comedy            ",6.8,744,"    The comic foibles of a Mexican-American family in San Antonio, Texas, US.","Alvin Alvarez, Vaneza Leza Pitynski, Bobby González, Jeffrey Licon",2000,2003,45,4,None,"Family ,Comedy","The comic foibles of a Mexican-American family in San Antonio, Texas, US."
2128211,Storage Wars: Texas,,Reality-TV            ,5.1,1221,    Professional buyers go head to head to buy storage. The catch is they do not know what their profit will be.,"Walt Cade, Ricky Smith, Bubba Smith, Mary Padian",2011, ,86,4,A+E Networks,Reality-TV,Professional buyers go head to head to buy storage. The catch is they do not know what their profit will be.
0407441,Quintuplets,30.0,Comedy            ,7.0,1014,    Parents Bob (Andy Richter) and Carol (Rebecca Creskoff) work hard to raise their very different teenage quintuplets.,"Andy Richter, Rebecca Creskoff, Ryan Pinkston, Johnny Lewis",2004,2005,22,1,Fox Network,Comedy,"The Chase 'quints', short for quintuplets, are the five children of Bob Chase and his bossy wife Carol. The eldest, hunky athlete Parker, is the popular pride and protector of his siblings, especially his brothers who look up to him and accept some superior insults and insinuations in exchange for his welcome help. Second brother Pearce is a nitwit; 'baby brother' Patton is cocky and pushy. Paige is an empty-headed but popular fashion-addict, her sister Penny is smarter but less popular."
2380303,TripTank,,"Animation, Comedy            ",6.3,1184,"    The sickest, most twisted animated shorts ever put on television.","Eric Magnussen, Dana Snyder, Jonah Ray, Matt Mariska",2014,2016,28,2,Comedy Central,"Animation ,Comedy","The sickest, most twisted animated shorts ever put on television."
9165776,Sunnyside,25.0,Comedy            ,5.0,850,    Garrett Modi (Kal Penn) is a former New York city councilman who finds his calling when faced with immigrants in need of his help and in search of the American Dream.,"Kal Penn, Kiran Deol, Moses Storm, Diana Maria Riva",2019,,11,1,National Broadcasting Company,Comedy,Garrett Modi (Kal Penn) is a former New York city councilman who finds his calling when faced with immigrants in need of his help and in search of the American Dream.
3010520,Turbo FAST,23.0,"Animation, Action, Comedy            ",6.6,455,    Indy 500 champion Turbo and his friends race other species and battle enemies in the snail populated world of Starlight City.,"Reid Scott, Eric Bauza, Mike Bell, John Eric Bentley",2013,2016,52,3,Netflix,"Animation ,Action ,Comedy ,Family ,Sci-Fi ,Sport","After Turbo the Snail's improbable win at the Indianapolis 500, the superfast racer finds his life forever changed after he returns from his victory tour. Namely, Tito, his human companion, has built Starlite City, a massive miniature city with an elaborate adjoining race track for Turbo and his fellow snails to live and race in. However, Turbo finds his new life no less hectic as he and his friends face new rivals of all varieties eager to take the champion on. Regardless of the danger, Turbo and his colleagues of the Fast Action Stunt Team are ready for the challenge."
1082583,The Dangerous Book for Boys,30.0,"Adventure, Comedy, Drama            ",5.9,404,"    The story of a middle-class family coping with the sudden passing of their beloved patriarch Patrick, a whimsical inventor who touched the lives of all who knew him. Devastated, his family ...                See full summary »
","Chris Diamantopoulos, Gabriel Bateman, Drew Powell, Kyan Zielinski",2018,,6,1,Amazon Studios,"Adventure ,Comedy ,Drama ,Family","The story of a middle-class family coping with the sudden passing of their beloved patriarch Patrick, a whimsical inventor who touched the lives of all who knew him. Devastated, his family finds hope in a guide book he created for his sons. The book is a how-to guide for childhood that inspires fantasies for his youngest son, Wyatt (Gabriel Bateman). While in his fantasy world, Wyatt reconnects with his father and learns life skills that help him navigate the real world. The series also stars Erinn Hayes as Beth, the matriarch of the family who is trying to raise her boys as a single parent."
5021206,The Mr. Peabody & Sherman Show,23.0,"Animation, Short, Adventure            ",5.7,335,    The world's smartest dog and his boy host a TV talk show.,"Chris Parnell, Max Charles, David P. Smith, Laura Prats",2015,2017,52,4,Netflix,"Animation ,Short ,Adventure ,Comedy ,Family ,Sci-Fi","With Mr. Peabody and Sherman's WABAC time machine now public knowledge, the genius dog decides there is only one thing to be done: put on a TV talk show. So, now Peabody and Sherman host just such a program from their penthouse apartment which recounts their improbably time traveling adventures. In addition, the duo also have various guests from the past, when they are not interrupted by their building neighbors or landlord."
0816401,The Replacements,22.0,"Animation, Comedy, Family            ",5.9,2597,    Two orphans are given access to a super foster agency that enables them to replace people in their life with aces and superhumans.,"Nancy Cartwright, Grey Griffin, Jeff Bennett, Kath Soucie",2006,2009,75,3,American Broadcasting Company,"Animation ,Comedy ,Family ,Sci-Fi",Two orphans are given access to a super foster agency that enables them to replace people in their life with aces and superhumans.
0917551,The Mighty B!,24.0,"Animation, Short, Comedy            ",5.3,2196,"    Overachieving Honeybee scout, Bessie Higgenbottom, attempts to earn every last Bee Badge.","Amy Poehler, Dee Bradley Baker, Grey Griffin, Andy Richter",2008,2011,59,2,Nickelodeon Network,"Animation ,Short ,Comedy ,Family","""Mighty B,"" picked up for 20 episodes, stars Amy Poehler as the voice of Bessie Higgenbottom, the world's most ambitious and lovably unhinged 10-year-old ""Honeybee"" scout. As a member of the Honeybees, Bessie wears her uniform every single day, leads her troop with a zeal General Patton would have admired and has earned more Bee Badges than any Honeybee in history. But a bunch of badges still elude her, and Bessie's not stopping until she has every last one."
1612578,$#*! My Dad Says,30.0,Comedy            ,6.3,4938,    A middle aged son moves in with his old fashioned dad.,"William Shatner, Jonathan Sadowski, Nicole Sullivan, Will Sasso",2010,2011,18,1,CBS,Comedy,"This show is about Ed Goodson a very old fashion guy who has a shotgun on the wall and wears fishing jackets living his life how he likes, until one day his youngest son moves in with him and a lot of funny stuff happens with Ed, his two sons and the older one's wife."
11063952,Unnatural Selection,66.0,Documentary            ,8.0,1427,"    DNA, the very essence of life, can now be altered. Not only by Harvard geneticists and multi-billion dollar corporations, but also by renegade biohackers working out of their garages.","David Ishee, Jeffrey Kahn, Jackson Kennedy, Kevin Esvelt",2019, ,4,1,Netflix,None,"New developments in the science of gene-editing signal that society is on the verge of a technological breakthrough that could forever change the future of mankind. From disease eradication to trait selection and biohacking, fierce debate swirls over the moral, social and environmental implications of these new groundbreaking experiments. Over the course of this provocative four-part limited series, UNNATURAL SELECTION travels from Mississippi to Italy to New Zealand to Burkina Faso to Ukraine to meet the scientists, hackers, critics, ethicists and beneficiaries of the technologies that defy evolution and have the potential to do the world incredible good or irreparable harm."
12661310,The George Lucas Talk Show,,"Comedy, Talk-Show            ",10.0,243,"    The George Lucas Talk Show, a long-running cult talk show hosted by Connor Ratliff, as George Lucas, his sidekick Watto (Griffin Newman), and his producer Patrick Cotnoir. They interview guests in a panel format weekly on PlanetScum.","Patrick Cotnoir, Griffin Newman, Connor Ratliff, Bryson Wallace",2020, ,24,2,None,"Comedy ,Talk-Show","The George Lucas Talk Show, a long-running cult talk show hosted by Connor Ratliff, as George Lucas, his sidekick Watto (Griffin Newman), and his producer Patrick Cotnoir. They interview guests in a panel format weekly on PlanetScum."
0235916,ChalkZone,,"Animation, Short, Adventure            ",6.6,2628,    The adventures of a boy with a magic chalk stick that enables him to enter a world of chalk drawings and alter its reality at will.,"Elizabeth Daily, Candi Milo, Hynden Walch, Jess Harnell",2002,2009,49,5,Nickelodeon Network,"Animation ,Short ,Adventure ,Comedy ,Family ,Fantasy ,Music","Rudy Tabootie's (Elizabeth Daily's) a regular kid with a very special possession: a magical piece of chalk that lets him enter ChalkZone, a world beyond the chalkboard. In ChalkZone, anything that's ever been doodled and erased comes to life. If Rudy draws a horse, he has himself a ride. But if he draws a monster, he has a big problem. Luckily, with the help of his sidekick Snap (Candi Milo) and his best friend, Penny Sanchez (Hynden Walch), Rudy's a pro at drawing his way out of trouble when they're on an adventure. And in ChalkZone, adventure takes on a whole new dimension."
5350248,Killing Fields,42.0,Crime            ,7.6,784,"    A woman's body was dumped in the bayou, and left to decompose for three months. A retired detective comes out of retirement to help solve the case.","Investigator Kris Coughlin, Leslie Bradford, Ronnie Hebert, Lori Morgan",2016, ,25,3,Discovery Communications,Crime,"A woman's body was dumped in the bayou, and left to decompose for three months. A retired detective comes out of retirement to help solve the case."
0252781,Queen of Swords,30.0,"Action, Adventure, Western            ",7.0,402,"    A young woman returns to her home in California after her father's mysterious death. There, she becomes a symbol, the queen of swords, fighting for justice and trying to right the wrongs the colonel has done.","Tessie Santiago, Anthony Lemke, Paulina Gálvez, Elsa Pataky",2000,2001,22,1,Paramount Domestic Television,"Action ,Adventure ,Western","A young woman returns to her home in California after her father's mysterious death. There, she becomes a symbol, the queen of swords, fighting for justice and trying to right the wrongs the colonel has done."
